Pokemon,Abilities,Base_Experience,Height,ID,Type_1,Type_2,Weight,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Sprites,Base_Pokemon,Evolution_Level_1,Evolution_Level_2
Shiinotic,Illuminate,142.0,10,756,Grass,Fairy,115,60,45,80,90,100,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png,Morelull,Shiinotic,No Second Evolution
Salandit,Corrosion,64.0,6,757,Poison,Fire,48,48,44,40,71,40,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png,Salandit,Salazzle,No Second Evolution
Salazzle,Corrosion,168.0,12,758,Poison,Fire,222,68,64,60,111,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png,Salandit,Salazzle,No Second Evolution
Stufful,Fluffy,68.0,5,759,Normal,Fighting,68,70,75,50,45,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,Stufful,Bewear,No Second Evolution
Bewear,Fluffy,175.0,21,760,Normal,Fighting,1350,120,125,80,55,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,Stufful,Bewear,No Second Evolution
Bounsweet,Leaf-Guard,42.0,3,761,Grass,No Second Type,32,42,30,38,30,38,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,Bounsweet,Steenee,Tsareena
Steenee,Leaf-Guard,102.0,7,762,Grass,No Second Type,82,52,40,48,40,48,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png,Bounsweet,Steenee,Tsareena
Tsareena,Leaf-Guard,255.0,12,763,Grass,No Second Type,214,72,120,98,50,98,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png,Bounsweet,Steenee,Tsareena
Comfey,Flower-Veil,170.0,1,764,Fairy,No Second Type,3,51,52,90,82,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png,Comfey,No First Evolution,No Second Evolution
Oranguru,Inner-Focus,172.0,15,765,Normal,Psychic,760,90,60,80,90,110,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png,Oranguru,No First Evolution,No Second Evolution
Passimian,Receiver,172.0,20,766,Fighting,No Second Type,828,100,120,90,40,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png,Passimian,No First Evolution,No Second Evolution
Wimpod,Wimp-Out,46.0,5,767,Bug,Water,120,25,35,40,20,30,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png,Wimpod,Golisopod,No Second Evolution
Golisopod,Emergency-Exit,186.0,20,768,Bug,Water,1080,75,125,140,60,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png,Wimpod,Golisopod,No Second Evolution
Sandygast,Water-Compaction,64.0,5,769,Ghost,Ground,700,55,55,80,70,45,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,Sandygast,Palossand,No Second Evolution
Palossand,Water-Compaction,168.0,13,770,Ghost,Ground,2500,85,75,110,100,75,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,Sandygast,Palossand,No Second Evolution
Pyukumuku,Innards-Out,144.0,3,771,Water,No Second Type,12,55,60,130,30,130,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,Pyukumuku,No First Evolution,No Second Evolution
Type-Null,Battle-Armor,107.0,19,772,Normal,No Second Type,1205,95,95,95,95,95,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,Type-Null,Silvally,No Second Evolution
Silvally,Rks-System,285.0,23,773,Normal,No Second Type,1005,95,95,95,95,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,Type-Null,Silvally,No Second Evolution
Minior-Red-Meteor,Shields-Down,154.0,3,774,Rock,Flying,400,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Komala,Comatose,168.0,4,775,Normal,No Second Type,199,65,115,65,75,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,Komala,No First Evolution,No Second Evolution
Turtonator,Shell-Armor,170.0,20,776,Fire,Dragon,2120,60,78,135,91,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,Turtonator,No First Evolution,No Second Evolution
Togedemaru,Iron-Barbs,152.0,3,777,Electric,Steel,33,65,98,63,40,73,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,Togedemaru,No First Evolution,No Second Evolution
Mimikyu-Disguised,Disguise,167.0,2,778,Ghost,Fairy,7,55,90,80,50,105,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Bruxish,Dazzling,166.0,9,779,Water,Psychic,190,68,105,70,70,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,Bruxish,No First Evolution,No Second Evolution
Drampa,Berserk,170.0,30,780,Normal,Dragon,1850,78,60,85,135,91,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,Drampa,No First Evolution,No Second Evolution
Dhelmise,Steelworker,181.0,39,781,Ghost,Grass,2100,70,131,100,86,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,Dhelmise,No First Evolution,No Second Evolution
Jangmo-O,Bulletproof,60.0,6,782,Dragon,No Second Type,297,45,55,65,45,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,Jangmo-O,Hakamo-O,Kommo-O
Hakamo-O,Bulletproof,147.0,12,783,Dragon,Fighting,470,55,75,90,65,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,Jangmo-O,Hakamo-O,Kommo-O
Kommo-O,Bulletproof,300.0,16,784,Dragon,Fighting,782,75,110,125,100,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,Jangmo-O,Hakamo-O,Kommo-O
Tapu-Koko,Electric-Surge,285.0,18,785,Electric,Fairy,205,70,115,85,95,75,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,Tapu-Koko,No First Evolution,No Second Evolution
Tapu-Lele,Psychic-Surge,285.0,12,786,Psychic,Fairy,186,70,85,75,130,115,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,Tapu-Lele,No First Evolution,No Second Evolution
Tapu-Bulu,Grassy-Surge,285.0,19,787,Grass,Fairy,455,70,130,115,85,95,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,Tapu-Bulu,No First Evolution,No Second Evolution
Tapu-Fini,Misty-Surge,285.0,13,788,Water,Fairy,212,70,75,115,95,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,Tapu-Fini,No First Evolution,No Second Evolution
Cosmog,Unaware,40.0,2,789,Psychic,No Second Type,1,43,29,31,29,31,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,Cosmog,Cosmoem,Solgaleo
Cosmoem,Sturdy,140.0,1,790,Psychic,No Second Type,9999,43,29,131,29,131,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,Cosmog,Cosmoem,Solgaleo
Solgaleo,Full-Metal-Body,340.0,34,791,Psychic,Steel,2300,137,137,107,113,89,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,Cosmog,Cosmoem,Solgaleo
Lunala,Shadow-Shield,340.0,40,792,Psychic,Ghost,1200,137,113,89,137,107,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Nihilego,Beast-Boost,285.0,12,793,Rock,Poison,555,109,53,47,127,131,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,Nihilego,No First Evolution,No Second Evolution
Buzzwole,Beast-Boost,285.0,24,794,Bug,Fighting,3336,107,139,139,53,53,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,Buzzwole,No First Evolution,No Second Evolution
Pheromosa,Beast-Boost,285.0,18,795,Bug,Fighting,250,71,137,37,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,Pheromosa,No First Evolution,No Second Evolution
Xurkitree,Beast-Boost,285.0,38,796,Electric,No Second Type,1000,83,89,71,173,71,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,Xurkitree,No First Evolution,No Second Evolution
Celesteela,Beast-Boost,285.0,92,797,Steel,Flying,9999,97,101,103,107,101,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,Celesteela,No First Evolution,No Second Evolution
Kartana,Beast-Boost,285.0,3,798,Grass,Steel,1,59,181,131,59,31,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,Kartana,No First Evolution,No Second Evolution
Guzzlord,Beast-Boost,285.0,55,799,Dark,Dragon,8880,223,101,53,97,53,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,Guzzlord,No First Evolution,No Second Evolution
Necrozma,Prism-Armor,300.0,24,800,Psychic,No Second Type,2300,97,107,101,127,89,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,Necrozma,No First Evolution,No Second Evolution
Magearna,Soul-Heart,300.0,10,801,Steel,Fairy,805,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,Magearna,No First Evolution,No Second Evolution
Marshadow,Technician,300.0,7,802,Fighting,Ghost,222,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,Marshadow,No First Evolution,No Second Evolution
Poipole,Beast-Boost,210.0,6,803,Poison,No Second Type,18,67,73,67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,Poipole,Naganadel,No Second Evolution
Naganadel,Beast-Boost,270.0,36,804,Poison,Dragon,1500,73,73,73,127,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,Poipole,Naganadel,No Second Evolution
Stakataka,Beast-Boost,285.0,55,805,Rock,Steel,8200,61,131,211,53,101,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,Stakataka,No First Evolution,No Second Evolution
Blacephalon,Beast-Boost,285.0,18,806,Fire,Ghost,130,53,127,53,151,79,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,Blacephalon,No First Evolution,No Second Evolution
Zeraora,Volt-Absorb,300.0,15,807,Electric,No Second Type,445,88,112,75,102,80,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,Zeraora,No First Evolution,No Second Evolution
Meltan,Magnet-Pull,150.0,2,808,Steel,No Second Type,80,46,65,65,55,35,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,Meltan,No First Evolution,No Second Evolution
Melmetal,Iron-Fist,300.0,25,809,Steel,No Second Type,8000,135,143,143,80,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,Melmetal,No First Evolution,No Second Evolution
Grookey,Overgrow,62.0,3,810,Grass,No Second Type,50,50,65,50,40,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,Grookey,Thwackey,Rillaboom
Thwackey,Overgrow,147.0,7,811,Grass,No Second Type,140,70,85,70,55,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,Grookey,Thwackey,Rillaboom
Rillaboom,Overgrow,265.0,21,812,Grass,No Second Type,900,100,125,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,Grookey,Thwackey,Rillaboom
Scorbunny,Blaze,62.0,3,813,Fire,No Second Type,45,50,71,40,40,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,Scorbunny,Raboot,Cinderace
Raboot,Blaze,147.0,6,814,Fire,No Second Type,90,65,86,60,55,60,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,Scorbunny,Raboot,Cinderace
Cinderace,Blaze,265.0,14,815,Fire,No Second Type,330,80,116,75,65,75,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,Scorbunny,Raboot,Cinderace
Sobble,Torrent,62.0,3,816,Water,No Second Type,40,50,40,40,70,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,Sobble,Drizzile,Inteleon
Drizzile,Torrent,147.0,7,817,Water,No Second Type,115,65,60,55,95,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,Sobble,Drizzile,Inteleon
Inteleon,Torrent,265.0,19,818,Water,No Second Type,452,70,85,65,125,65,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,Sobble,Drizzile,Inteleon
Skwovet,Cheek-Pouch,55.0,3,819,Normal,No Second Type,25,70,55,55,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,Skwovet,Greedent,No Second Evolution
Greedent,Cheek-Pouch,161.0,6,820,Normal,No Second Type,60,120,95,95,55,75,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,Skwovet,Greedent,No Second Evolution
Rookidee,Keen-Eye,49.0,2,821,Flying,No Second Type,18,38,47,35,33,35,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,Rookidee,Corvisquire,Corviknight
Corvisquire,Keen-Eye,128.0,8,822,Flying,No Second Type,160,68,67,55,43,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,Rookidee,Corvisquire,Corviknight
Corviknight,Pressure,248.0,22,823,Flying,Steel,750,98,87,105,53,85,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,Rookidee,Corvisquire,Corviknight
Blipbug,Swarm,36.0,4,824,Bug,No Second Type,80,25,20,20,25,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,Blipbug,Dottler,Orbeetle
Dottler,Swarm,117.0,4,825,Bug,Psychic,195,50,35,80,50,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,Blipbug,Dottler,Orbeetle
Orbeetle,Swarm,253.0,4,826,Bug,Psychic,408,60,45,110,80,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,Blipbug,Dottler,Orbeetle
Nickit,Run-Away,49.0,6,827,Dark,No Second Type,89,40,28,28,47,52,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,Nickit,Thievul,No Second Evolution
Thievul,Run-Away,159.0,12,828,Dark,No Second Type,199,70,58,58,87,92,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,Nickit,Thievul,No Second Evolution
Gossifleur,Cotton-Down,50.0,4,829,Grass,No Second Type,22,40,40,60,40,60,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,Gossifleur,Eldegoss,No Second Evolution
Eldegoss,Cotton-Down,161.0,5,830,Grass,No Second Type,25,60,50,90,80,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,Gossifleur,Eldegoss,No Second Evolution
Wooloo,Fluffy,122.0,6,831,Normal,No Second Type,60,42,40,55,40,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,Wooloo,Dubwool,No Second Evolution
Dubwool,Fluffy,172.0,13,832,Normal,No Second Type,430,72,80,100,60,90,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,Wooloo,Dubwool,No Second Evolution
Chewtle,Strong-Jaw,57.0,3,833,Water,No Second Type,85,50,64,50,38,38,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,Chewtle,Drednaw,No Second Evolution
Drednaw,Strong-Jaw,170.0,10,834,Water,Rock,1155,90,115,90,48,68,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,Chewtle,Drednaw,No Second Evolution
Yamper,Ball-Fetch,54.0,3,835,Electric,No Second Type,135,59,45,50,40,50,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,Yamper,Boltund,No Second Evolution
Boltund,Strong-Jaw,172.0,10,836,Electric,No Second Type,340,69,90,60,90,60,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,Yamper,Boltund,No Second Evolution
Rolycoly,Steam-Engine,48.0,3,837,Rock,No Second Type,120,30,40,50,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,Rolycoly,Carkol,Coalossal
Carkol,Steam-Engine,144.0,11,838,Rock,Fire,780,80,60,90,60,70,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,Rolycoly,Carkol,Coalossal
Coalossal,Steam-Engine,255.0,28,839,Rock,Fire,3105,110,80,120,80,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,Rolycoly,Carkol,Coalossal
Applin,Ripen,52.0,2,840,Grass,Dragon,5,40,40,80,40,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,Applin,Flapple,No Second Evolution
Flapple,Ripen,170.0,3,841,Grass,Dragon,10,70,110,80,95,60,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,Applin,Flapple,No Second Evolution
Appletun,Ripen,170.0,4,842,Grass,Dragon,130,110,85,80,100,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Silicobra,Sand-Spit,63.0,22,843,Ground,No Second Type,76,52,57,75,35,50,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,Silicobra,Sandaconda,No Second Evolution
Sandaconda,Sand-Spit,179.0,38,844,Ground,No Second Type,655,72,107,125,65,70,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,Silicobra,Sandaconda,No Second Evolution
